deviceid,latitude,longitude,year,week,category
210,37.6001451,127.0138331,2019,47,none
210,37.58669005,127.01751495,2019,47,종교>개신교
210,37.61566765,127.0945832,2019,47,"시설,건물>기업,빌딩"
210,37.56510605,127.03636395,2019,47,수선>구두수선
210,37.5843035,127.020324,2019,47,none
210,37.5704818,126.98172415,2019,47,"음식점>술집>맥주,호프"
210,37.5702341,126.9877366,2019,47,"생활,편의>편의점"
210,37.56563505,127.05487655,2019,47,none
210,37.633258350000006,126.91963555,2019,48,none
210,37.6338661,126.9180974,2019,48,none
210,37.6046587,127.045665,2019,48,"사회,복지>장애인복지시설"
210,37.56485495,126.98794645,2019,48,"시설,건물>기업,빌딩"
210,37.6051967,127.0469405,2019,48,none
210,37.5717838,127.034094,2019,48,"사회,복지>자활후견기관"
