deviceid,latitude,longitude,year,week,category
61,37.5576075,127.0304874,2019,43,none
61,37.5588664,127.0321644,2019,43,종교>개신교
61,37.5600192,127.0299269,2019,43,none
61,37.5305233,127.14365715,2019,43,"교육,학문>고등학교"
61,37.5580704,127.0355523,2019,43,"쇼핑,유통>상가,아케이드"
61,37.56348435,127.0364298,2019,43,"공공,사회기관>구청"
61,37.4049107,126.9483511,2019,43,"스포츠,오락>종합운동장"
61,37.5703933875,127.0338281375,2019,44,none
61,37.55814656666667,127.03552930000001,2019,44,"쇼핑,유통>상가,아케이드"
61,37.561381850000004,127.03829622500001,2019,44,"한식>칼국수,만두"
61,37.5650955,127.0363356,2019,44,수선>구두수선
61,37.563485525,127.036563575,2019,44,"공공,사회기관>구청"
61,37.5415484,126.9499797,2019,44,none
61,37.5648814,126.987768,2019,44,none
